Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_Satisfaction_with_previous_vote,Looking_at_poles_results,Garden_sqr_meter_per_person_in_residancy_area,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Overall_happiness_score,Num_of_kids_born_last_10_years,Financial_agenda_matters
Pinks,8.0,97.8416116793,23822.7037154,Healthcare,32.6138705598,No,730.44699407,No,Male,By_16:00,0.618445993401,0.0820440037642,8.98022526409,6.72554046847,9.20228600269,4.46478737984,9451.0,44.548858027,639.058108877,8582.58615845,75328.7966205,No,533552.811146,25.2795986692,269.440518012,34.2800383456,1106.27842345,80.0,Below_30,4.0,904.426323726,9.0,Foot_or_bicycle,Hightech,512.45865266,1.0,No
Browns,2.0,982.498056691,104364.67677,Education,327.49935223,No,318.671399072,Yes,Male,By_16:00,0.534229574958,0.190214030677,0.663354441058,3.39592496399,6.67750716675,4.94668067899,5460.0,51.5198497102,371.945978746,3930.60594821,43622.0012488,No,101551.460587,19.2859010354,258.603056659,50.6742118625,107593.325063,100.0,Below_30,3.0,550.290459146,10.0,Motorcycle_or_truck,Industry_or_other,367.343876736,0.0,Yes
Purples,9.0,96.2466483532,10825.4329819,Financial,32.0822161177,No,337.427842957,Yes,Female,After_16:00,0.206317682052,0.509801415494,9.21218676027,1.84436644195,8.46269558882,0.0154052488506,7098.0,18.1068342645,344.642957357,4063.56434428,42639.8004559,No,113857.549202,18.5645618682,243.823473839,70.6360394135,1071.35080714,60.0,30-45,2.0,546.792979332,8.0,Public_or_other,Student_or_Unemployed,405.74306683,0.0,Yes
Blues,10.0,2223.77529999,540701.373246,Financial,741.25843333,Yes,729.437061264,No,Female,After_16:00,0.202905337093,0.314681667835,0.166673124768,1.4183644508,3.57771812472,1.28223496489,4940.0,68.0513859726,416.936376817,8128.24336628,52989.1605949,Yes,532078.426346,20.4190199769,306.506137705,39.1337406822,550215.323416,60.0,30-45,1.0,605.443410654,11.0,Foot_or_bicycle,Industry_or_other,314.513930784,0.0,Yes
Oranges,6.0,946.96749542,131792.668659,Other,315.655831807,No,417.520144977,Yes,Male,After_16:00,0.0121443206444,0.245498820441,2.42911851732,6.84368822956,7.23245170666,1.40664838022,3255.0,10.4650048073,323.342865095,4821.88717996,42658.694587,Maybe,174323.071461,17.9817369877,210.191042311,39.1641859431,99964.2599853,50.0,Below_30,0.0,543.487178188,8.0,Car,Industry_or_other,421.453170208,0.0,No
Pinks,4.0,105.720556956,23924.2226253,Social,35.2401856521,No,678.890368556,No,Female,By_16:00,0.0104582351632,0.0869744266383,6.16507359548,7.99085951876,9.15332642384,5.96718741348,6775.0,69.3114396418,630.371789753,8049.64726507,72651.6662821,No,460892.132518,25.1072059328,224.203494306,1.63311839569,1287.11087044,70.0,45_and_up,2.0,867.414665817,6.0,Public_or_other,Services_or_Retail,464.382036366,1.0,No
Pinks,10.0,365.993803705,89882.3075206,Social,121.997934568,No,736.75269863,No,Female,By_16:00,0.748133620247,0.630665312055,6.90322404495,0.00604892149568,1.08322518179,5.20592511399,3738.0,76.6821877798,675.200217772,8717.92742185,78401.5824399,No,542804.538939,25.9846150207,294.945749468,44.1928028595,15015.4939735,70.0,45_and_up,1.0,939.198273281,6.0,Motorcycle_or_truck,Services_or_Retail,515.685614847,3.0,No
Greens,5.0,117.845947651,11883.4147547,Environment,39.2819825505,No,302.515656878,Yes,Male,By_16:00,0.296350120334,0.48328697728,2.26637681946,3.65074431058,5.23981421022,3.68739505764,9517.0,47.3952463595,503.53054035,4032.21764948,61111.7469062,No,91515.7226565,22.4394861873,268.598283202,58.4389933385,1592.35613565,90.0,45_and_up,3.0,824.44073703,12.0,Motorcycle_or_truck,Industry_or_other,682.023370054,1.0,Yes
Greens,9.0,466.556969796,43987.5066694,Environment,155.518989932,No,282.843315074,Yes,Male,By_16:00,0.268810793757,0.872570999432,8.18111746106,8.82539507234,1.11248668516,8.48143226933,9218.0,40.7335622469,500.730390934,3829.89393261,59759.4785456,,80000.3408823,22.3770058528,262.519550836,92.1805068152,24351.6752194,90.0,30-45,0.0,802.696268448,12.0,Public_or_other,Public_Sector,647.509170198,0.0,Yes
Blues,7.0,1635.80733737,154403.643237,Financial,545.269112458,Yes,283.169612417,Yes,Male,By_16:00,0.567860210547,0.568287558854,5.29104939662,1.95522555849,5.46790580731,9.79481356218,7049.0,74.7645293362,327.816611113,3487.32934639,31635.2213505,Yes,80185.0293962,18.1057065897,549.017855474,34.4326039311,297873.674113,60.0,45_and_up,1.0,336.308629731,9.0,Foot_or_bicycle,Student_or_Unemployed,25.9134369748,0.0,No
Oranges,2.0,933.979958319,136672.170137,Military,311.326652773,No,438.999259845,Yes,Female,,0.443117834162,0.00738938408904,9.67590498738,4.92413282394,4.65176030528,8.52933355141,6289.0,64.9434981169,363.488201112,5116.96900067,45092.6454245,Maybe,192720.350144,19.0653665349,196.978931909,93.6874271138,97245.6113796,30.0,Below_30,1.0,556.921957381,8.0,Foot_or_bicycle,Hightech,371.765300793,2.0,Yes
Yellows,2.0,86.2480403001,7852.82944258,Healthcare,28.7493467667,Yes,273.148099896,Yes,Male,By_16:00,0.280747878598,0.49441311555,4.83333691722,6.58626654651,8.1411413406,6.33895179722,8673.0,84.9678279366,599.072034932,3929.62506883,68923.2617468,Yes,74609.884477,24.4759480906,325.293803174,55.2441188833,865.274286278,80.0,30-45,0.0,922.000973036,14.0,Motorcycle_or_truck,Industry_or_other,711.042663216,0.0,No
Pinks,9.0,404.234622067,96459.2536859,Environment,134.744874022,No,715.865849338,No,Male,By_16:00,0.46462136833,0.228864305187,4.62056530174,,0.689711647574,4.06167139998,3660.0,37.5107501866,655.868554596,8470.39560257,75397.8254055,No,512463.914249,25.6099307808,,67.5604440738,18300.9259493,90.0,Below_30,5.0,895.751362311,10.0,Car,Public_Sector,467.766156481,0.0,No
Pinks,6.0,249.798144182,60547.3365436,Education,83.2660480605,No,727.155160523,No,Female,By_16:00,0.447196152294,0.667548152152,,2.5128915254,7.03670733608,1.32802708307,6014.0,82.9947557999,651.3164956,8574.18459643,76413.2498039,No,528754.627475,25.520903111,273.628698658,4.38360539265,7026.50080768,100.0,45_and_up,1.0,918.602371376,11.0,Car,Industry_or_other,519.404018567,0.0,Yes
Purples,10.0,116.803480392,18012.4775272,Environment,38.9344934641,No,462.635465999,Yes,Male,After_16:00,0.566758856177,0.0496426182799,4.29573909147,5.5913930363,8.0414013518,9.19664996443,8606.0,38.9017210808,436.992455594,5500.33957118,56284.8303594,No,214031.5744,20.9043645107,112.39545966,26.7977862619,1564.82927477,90.0,30-45,1.0,732.179169457,15.0,,Student_or_Unemployed,585.244825644,2.0,No
Oranges,9.0,397.338333631,46044.4370212,Military,132.44611121,No,347.646575656,Yes,Female,After_16:00,0.952106812969,0.779993456323,0.928916276898,0.411351518705,0.498324243817,6.8924011616,9914.0,99.4642262347,432.683025955,4341.83180847,52806.4991261,Maybe,120858.141565,20.801034252,169.996301687,32.2519513546,17684.4184859,30.0,30-45,2.0,691.176451871,7.0,Foot_or_bicycle,Student_or_Unemployed,533.994141893,2.0,Yes
Greens,5.0,809.622904949,76767.839874,Social,269.87430165,No,284.45776202,Yes,Female,After_16:00,0.656878594775,0.429795732722,5.42614110513,6.06535834959,0.846353438683,4.1118161194,5573.0,46.715098992,522.119795218,3888.81721064,61734.0872155,No,80916.2183736,22.8499408143,268.02849538,66.0520832054,73112.0129925,70.0,Below_30,2.0,827.238845023,9.0,Foot_or_bicycle,Hightech,657.770506248,0.0,No
Purples,6.0,572.510045271,71528.3438946,Education,190.836681757,No,374.814439426,Yes,Female,By_16:00,0.967507935129,0.730913227191,3.15992492018,1.05076606385,0.187043116894,5.52607842255,6478.0,87.6322170487,342.064919281,4432.27423282,46746.2204943,No,140485.864002,,211.944451867,3.75104802661,36619.4757857,100.0,Below_30,3.0,628.148164375,13.0,Car,Student_or_Unemployed,565.616586158,1.0,Yes
Purples,3.0,614.690940783,95613.1138628,Healthcare,204.896980261,No,466.639936524,Yes,Male,After_16:00,0.908628776902,0.922138402704,7.45496282121,7.32379659778,1.80218800204,0.685596985277,4246.0,,468.898394531,5604.1961543,57895.0213241,No,217752.830359,21.6540618483,61.5404400348,37.4666625168,42197.6695003,80.0,45_and_up,3.0,739.330610484,10.0,Motorcycle_or_truck,Hightech,541.316123509,1.0,No
Greys,10.0,192.235118648,29741.987105,Foreign_Affairs,64.0783728826,No,464.150161232,Yes,Female,After_16:00,0.745816822164,0.573214624543,2.87253990304,,6.91627946217,3.22547533084,6226.0,40.0433537317,506.070880139,5653.6433726,58254.5726788,Maybe,215435.372172,22.4960192065,79.3299378227,72.5712677231,4180.11624416,40.0,Below_30,3.0,716.625537089,6.0,Foot_or_bicycle,Public_Sector,429.493457682,3.0,Yes
Greens,6.0,77.9416020057,7716.04570184,Environment,25.9805340019,No,,Yes,Male,By_16:00,0.0223004606087,0.577912891051,4.98965818901,2.00505664805,4.54165994423,7.6800046186,5326.0,36.9148915634,494.174116036,3958.28168351,58950.9910554,No,88205.0470597,22.2300273512,238.32025739,67.7492999705,710.968681025,90.0,Below_30,1.0,786.807667318,12.0,Public_or_other,Services_or_Retail,624.703256743,,Yes
Greens,3.0,131.843604968,11806.3781998,Environment,43.9478683226,No,268.645070863,Yes,Male,After_16:00,0.299265302252,0.673374244478,8.55210649082,7.19967286801,3.23703540722,1.14600674482,5230.0,24.8766713776,506.989026212,3700.42876106,60183.1415601,No,72170.1740993,22.5164168156,278.373779018,99.3649006123,1985.36299843,90.0,30-45,2.0,810.481875426,12.0,Public_or_other,Services_or_Retail,654.654489497,0.0,Yes
Greens,10.0,279.028739877,26909.1340407,Social,93.0095799589,No,289.315724817,Yes,Female,By_16:00,0.771764412755,0.457279970637,5.80277099507,6.55693058856,1.60178677412,7.41135180695,7108.0,9.53453714028,485.896332048,3864.94991226,58135.5012233,No,83703.5886262,22.0430563228,244.728397362,70.998007874,8753.7915441,70.0,45_and_up,2.0,778.095387359,10.0,Foot_or_bicycle,,623.714232069,0.0,No
Browns,10.0,218.394419233,,Financial,72.7981397443,No,498.217528515,Yes,Female,After_16:00,0.774390996201,0.54397437349,2.58963763248,0.47157977242,0.136126987636,8.29970309278,6748.0,7.27448971011,471.385263979,5924.9458131,57785.5216434,No,248220.705719,21.7114086134,29.0314061056,62.5082034152,5382.36728998,60.0,Below_30,2.0,726.351154353,5.0,Foot_or_bicycle,Public_Sector,504.565327842,3.0,No
Greens,8.0,269.983446855,22139.1710634,Healthcare,89.9944822851,No,246.005871707,Yes,Male,After_16:00,0.202661784599,0.899139412446,2.02070486965,0.17415443901,3.46146741649,3.58676586766,5520.0,84.589607222,484.106838151,3428.27239337,56873.8095631,No,60518.8889144,22.0024280058,276.106394494,59.2495108489,8199.00132405,80.0,Below_30,1.0,763.843756549,10.0,Motorcycle_or_truck,Hightech,607.094030084,1.0,Yes
Greens,3.0,240.682527126,21442.1581113,Social,80.2275090419,No,267.26690592,Yes,Male,After_16:00,0.305846001254,0.568440194009,7.26952231256,5.44427162735,7.69724247744,1.87909528613,5829.0,74.2245158181,494.044536442,3660.75813209,58894.8748046,No,71431.5990003,22.2271126429,274.106101799,2.58965210523,6526.68071611,70.0,30-45,1.0,793.709697054,13.0,Motorcycle_or_truck,Industry_or_other,644.68584733,0.0,No
Blues,8.0,1914.95968259,475622.671079,Healthcare,638.319894195,Yes,745.116477496,No,Male,By_16:00,0.149373244261,0.405900711427,0.602410440333,5.15104420716,6.62143766414,2.61178265559,5405.0,30.6009534281,94.4240161255,7640.01280722,20430.866473,Yes,555198.565037,9.7172020729,682.296407326,13.7453601696,408100.60722,80.0,Below_30,1.0,164.057720209,12.0,Foot_or_bicycle,Hightech,9.12891589206,0.0,No
Greens,4.0,103.865031339,9973.02468785,Financial,34.6216771129,No,288.057238109,Yes,Female,After_16:00,0.764038212597,0.476881572045,3.36150965421,6.42814681865,5.39602861973,5.61960716266,7414.0,35.8219393296,487.789858945,3856.15209898,58928.6252525,No,82976.9724272,22.0859652029,261.415091989,35.4619580787,1243.28220322,60.0,45_and_up,2.0,794.087542275,10.0,Car,Public_Sector,652.541890827,7.0,No
Browns,2.0,907.932208896,90900.4808992,Healthcare,302.644069632,No,300.354409752,Yes,Female,By_16:00,0.41404308565,0.444814771647,6.41879673582,4.43920424907,1.34916821495,2.43587684818,4050.0,69.0779552097,380.64949712,3764.84309176,44692.9196021,No,90212.7714575,19.5102408268,254.316123736,50.7749702083,91906.076953,80.0,Below_30,3.0,571.205528965,8.0,Foot_or_bicycle,Student_or_Unemployed,397.171081164,0.0,No
Whites,4.0,617.214503328,60856.6943083,Financial,205.738167776,No,295.796812843,Yes,Male,After_16:00,0.710663939361,0.704011029797,7.10332942661,4.86813867232,0.699842944741,1.81786784902,8045.0,89.609215199,299.684863929,3557.33785629,41408.4038892,No,87495.754488,17.3114084906,288.744840212,33.5695266724,42543.9318476,60.0,Below_30,2.0,568.971470919,6.0,Public_or_other,Public_Sector,539.350824197,2.0,Yes
Browns,5.0,544.353424829,85598.2641944,Social,181.45114161,No,471.742770175,Yes,Female,After_16:00,0.624567144783,0.371325030224,1.57452230807,,8.7431525928,2.68113862723,6354.0,0.334170577116,423.049586416,5563.52687458,52714.9561859,No,222541.241212,20.5681692529,86.6900797839,58.9987001615,33115.9679331,70.0,Below_30,4.0,663.81808261,,Car,Student_or_Unemployed,471.798355636,1.0,No
Pinks,9.0,562.125232213,57372.4170031,Social,187.375077404,No,306.190224431,Yes,Female,After_16:00,0.0715312862303,0.130486739101,3.63063133555,8.63396286732,9.02881554794,8.60832905862,8007.0,6.14958531223,396.477825359,3854.85789503,46828.6060298,No,93752.453537,19.9117509366,230.406834178,46.705385996,35306.7947096,70.0,45_and_up,1.0,602.778330174,6.0,Foot_or_bicycle,Public_Sector,430.658529814,2.0,No
Oranges,7.0,525.304969479,74813.307724,Military,175.101656493,No,427.256424767,Yes,,After_16:00,0.341948881978,0.114447733387,5.13092987007,5.35411524819,9.5401435392,6.18779655546,5573.0,31.189455511,450.102773338,5172.76979435,51139.2662657,Maybe,182548.052505,21.2156256881,180.892823129,79.960669321,30845.6917631,30.0,Below_30,1.0,618.854772777,5.0,Public_or_other,Hightech,342.073268592,1.0,Yes
Greens,1.0,95.0751434576,8823.61393904,Education,31.6917144859,No,278.420214311,Yes,Female,By_16:00,0.297584604472,0.154965258203,2.11995944148,9.95340590831,5.16787735745,1.63004148519,9986.0,58.4847906837,452.7738884,3689.74991991,55675.8607869,No,77517.8157371,21.2784841659,266.341362385,64.1127899988,1046.05648154,100.0,Below_30,1.0,755.356044288,14.0,Foot_or_bicycle,Services_or_Retail,640.035046592,0.0,No
Greens,7.0,297.329160888,25939.2352018,Education,99.1097202959,No,261.722413547,Yes,Female,By_16:00,0.439058504533,0.153468488017,4.72138910089,2.33619200997,0.0888885487802,7.81855782028,4956.0,77.28609927,485.499857501,3588.22385047,58514.9755564,No,68498.6217529,22.0340613029,288.489722336,89.3554714043,9931.84637743,100.0,45_and_up,1.0,794.115720192,15.0,Foot_or_bicycle,Student_or_Unemployed,661.987214172,3.0,No
Greens,2.0,116.794781612,12643.4105605,Healthcare,38.9315938708,No,324.759643862,Yes,Female,By_16:00,0.789352906868,0.369258449646,8.14714813838,5.99920155248,4.74223456578,2.30300681898,,2.69799542148,549.890784003,4347.37800663,64874.7597278,No,105468.826281,23.4497501906,247.793415824,56.5806703409,1564.60059519,80.0,Below_30,2.0,861.346866986,11.0,,Industry_or_other,667.938393996,1.0,No
Whites,5.0,116.899604313,20706.555851,Education,38.9665347709,No,531.393308971,No,Male,After_16:00,0.0414107786492,0.140375721501,4.08782884479,1.41256777104,9.39110076986,0.31257489929,9903.0,3.04016559385,504.148862421,6322.23081455,61522.3591981,No,282378.848819,22.4532595055,42.639633324,47.1004535677,1567.35736682,100.0,30-45,2.0,771.150784291,10.0,Car,Public_Sector,528.55495443,1.0,No
Pinks,5.0,310.41773024,30996.2129344,Education,103.472576747,No,299.559689233,Yes,,After_16:00,0.57017393061,0.0381956431083,2.23901802907,8.44536785735,4.51878328575,0.729488471989,7746.0,7.70110380836,362.576753328,3720.75039899,47270.7039655,No,89736.0074134,19.0414482991,253.665989819,21.908670757,10820.0467154,100.0,45_and_up,1.0,642.623937838,11.0,Public_or_other,Public_Sector,572.69778184,0.0,Yes
Pinks,6.0,788.989897722,78818.871042,Financial,262.996632574,No,299.695362144,Yes,Male,After_16:00,0.824577106629,0.849014288047,2.14193070075,4.977794562,0.413214999717,1.05864867568,4193.0,16.9737715973,368.915370297,3734.78436204,48030.5175466,No,89817.3100908,19.2071697628,253.558012765,41.1179880844,69440.2253779,60.0,Below_30,3.0,653.786125273,,Public_or_other,Services_or_Retail,583.585511583,0.0,No
Reds,6.0,299.87879822,50827.7514724,Other,99.9595994066,No,508.482944851,No,Female,After_16:00,0.296676589875,0.618631297722,4.95911583537,2.62472893344,9.74944670685,1.05566731654,6688.0,78.5984090064,449.621003694,5984.0714559,56686.8690159,Maybe,258554.905204,21.2042685253,56.8385179605,37.2561865719,10101.8811129,50.0,Below_30,2.0,717.96325559,10.0,Foot_or_bicycle,Student_or_Unemployed,524.912115562,0.0,Yes
Greens,8.0,705.00658134,61852.5374272,Social,235.00219378,No,263.199829892,Yes,Male,After_16:00,0.885283472715,0.405784274917,8.83836692432,4.8435361078,6.85397543944,0.531989128795,4451.0,6.28473532852,494.85190116,3621.70210124,59276.747989,No,69274.1504553,22.2452669384,286.668525641,58.4201705642,55471.0332752,70.0,Below_30,1.0,802.430145948,10.0,Motorcycle_or_truck,Hightech,661.48690383,0.0,Yes
Purples,,,49874.1703234,Healthcare,128.448658299,No,388.280975323,Yes,Female,After_16:00,0.264611693332,0.270278286422,2.83369784476,2.54621924367,4.06276344322,3.36938038236,4141.0,6.83361883275,456.538962779,4795.88767879,53891.2786657,No,150762.115798,21.3667723997,124.034691061,90.8221814549,16637.5064772,80.0,Below_30,1.0,683.786752356,10.0,Car,Hightech,468.147176646,0.0,Yes
Browns,4.0,906.265805125,95096.5576335,Social,302.088601708,No,314.796907582,Yes,Male,,0.413096085424,0.692985343281,0.718615928199,8.8583223219,9.44081010297,1.24132761266,5169.0,22.3406194942,398.851964246,3945.67300431,46318.9071505,No,99097.0930231,19.971278483,236.20522913,45.8365047351,91569.6118838,70.0,30-45,1.0,587.385645143,6.0,Public_or_other,Public_Sector,393.878373126,0.0,Yes
Reds,3.0,308.093424865,49451.1449242,Foreign_Affairs,102.697808288,No,481.520937481,Yes,Male,After_16:00,0.169930430595,0.11360760103,3.74299837975,5.41980505688,5.6575662666,9.05355734518,3029.0,42.5463533727,444.024487009,5703.25834883,55362.4964249,Maybe,231862.413233,21.0718885487,59.3292781696,38.2004522486,10659.5376355,40.0,45_and_up,1.0,701.136773948,10.0,Motorcycle_or_truck,Industry_or_other,506.725283783,0.0,No
Browns,5.0,29.0861846954,3035.30500544,Social,9.69539489846,No,313.066671057,Yes,Female,By_16:00,0.785615670029,0.150688293623,4.14367591031,9.57914720289,7.38486605929,3.20322463755,4175.0,63.8201103546,370.360094592,3871.38689975,44057.6480276,No,98010.7405267,19.2447419986,250.156491919,6.78778134752,113.696077136,70.0,30-45,1.0,562.602644678,6.0,Public_or_other,Student_or_Unemployed,395.943784879,0.0,No
Purples,6.0,67.8364287666,8923.4327807,Education,22.6121429222,No,394.630124681,Yes,Male,After_16:00,0.75871781772,0.738526278641,0.26465470437,3.39310009498,6.36720442446,8.17354556406,9473.0,20.8535926882,417.981434743,4782.2641163,51890.0738522,No,155732.935306,20.444594267,133.945283336,8.59389731195,543.921150456,100.0,45_and_up,3.0,670.925585327,12.0,Foot_or_bicycle,Public_Sector,510.55856318,0.0,Yes
Oranges,3.0,91.1880450715,11626.3358917,Other,30.3960150238,No,382.495398905,Yes,Female,After_16:00,0.082470998168,0.324965480948,7.44266282301,5.00161091797,0.442621030379,2.30188242858,5425.0,25.2202609787,342.111309782,4509.17660862,44049.1219893,Maybe,146302.730184,,205.038881228,36.7585243192,964.313744353,50.0,Below_30,3.0,567.406140985,7.0,Motorcycle_or_truck,Services_or_Retail,442.512844581,1.0,Yes
Browns,10.0,488.599045363,63355.7016489,Healthcare,162.866348454,No,389.004249497,Yes,Female,By_16:00,0.039111780934,0.0604748276528,8.68389948038,7.99419027288,4.57521833014,4.7462157812,6867.0,72.0702551072,416.734899032,4723.51229304,50181.1973909,No,151324.306127,20.4140857996,149.349577607,71.1675050668,26698.3138073,80.0,45_and_up,2.0,636.338643358,8.0,Motorcycle_or_truck,Services_or_Retail,444.753618558,2.0,Yes
